document,non_empty_text_clause_fields,empty_text_clause_fields,non_empty_text_clause_share
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT.PDF,13,24,0.35135135135135137
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement.PDF,12,25,0.32432432432432434
BEYONDCOMCORP_08_03_2000-EX-10.2-CO-HOSTING AGREEMENT.PDF,15,22,0.40540540540540543
BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT.PDF,8,29,0.21621621621621623
BOLIVARMININGCORP_05_23_2003-EX-2.1-VISP WEB SITE BUILDING AND HOSTING AGREEMENT.PDF,8,29,0.21621621621621623
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.PDF,20,17,0.5405405405405406
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.PDF,21,16,0.5675675675675675
GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT.PDF,2,35,0.05405405405405406
INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT.PDF,16,21,0.43243243243243246
"ADMA BioManufacturing, LLC -  Amendment #3 to Manufacturing Agreement .PDF",6,31,0.16216216216216217
"Antares Pharma, Inc. - Manufacturing Agreement.PDF",9,28,0.24324324324324326
Apollo Endosurgery - Manufacturing and Supply Agreement.PDF,11,26,0.2972972972972973
Cerus Corporation - FIRST AMEND TO SUPPLY AND MANUFACTURING AGREEMENT.PDF,1,36,0.02702702702702703
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.PDF",8,29,0.21621621621621623
ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement .PDF,11,26,0.2972972972972973
"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement.PDF",14,23,0.3783783783783784
"Sonos, Inc. - Manufacturing Agreement .PDF",18,19,0.4864864864864865
"VAPOTHERM, INC. - Manufacturing and Supply Agreement.PDF",12,25,0.32432432432432434
"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT.PDF",5,32,0.13513513513513514
PRIMEENERGYRESOURCESCORP_04_02_2007-EX-10.28-COMPLETION AND LIQUIDITY MAINTENANCE AGREEMENT.PDF,2,35,0.05405405405405406
SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT.PDF,2,35,0.05405405405405406
SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT.PDF,9,28,0.24324324324324326
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.PDF,4,33,0.10810810810810811
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.PDF,5,32,0.13513513513513514
SFGFINANCIALCORP_05_12_2009-EX-10.1-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,11,26,0.2972972972972973
SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,13,24,0.35135135135135137
SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT.PDF,10,27,0.2702702702702703
"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT.PDF",6,31,0.16216216216216217
STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT.PDF,9,28,0.24324324324324326
SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT.PDF,6,31,0.16216216216216217
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,14,23,0.3783783783783784
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.PDF,6,31,0.16216216216216217
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT.PDF,15,22,0.40540540540540543
TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT.PDF,7,30,0.1891891891891892
UAGHINC_04_14_2004-EX-10.18-MAINTENANCE AGREEMENT.PDF,8,29,0.21621621621621623
VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.PDF,4,33,0.10810810810810811
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT.PDF,8,29,0.21621621621621623
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.PDF,13,24,0.35135135135135137
ZONDWINDSYSTEMPARTNERSLTDSERIES85-B_04_03_2006-EX-10-MANAGEMENT AND MAINTENANCE AGREEMENT.PDF,1,36,0.02702702702702703
"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT.PDF",3,34,0.08108108108108109
"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.PDF",14,23,0.3783783783783784
Monsanto Company - SECOND A&R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .PDF,20,17,0.5405405405405406
LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT.PDF,9,28,0.24324324324324326
"Loop Industries, Inc. - Marketing Agreement.PDF",9,28,0.24324324324324326
NUVEEN - REMARKETING AGREEMENT.PDF,6,31,0.16216216216216217
"MetLife, Inc. - Remarketing Agreement.PDF",4,33,0.10810810810810811
"PACIRA PHARMACEUTICALS, INC. - A&R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .PDF",20,17,0.5405405405405406
Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement .PDF,5,32,0.13513513513513514
"Reinsurance Group of America, Incorporated - A&R REMARKETING  AGREEMENT.PDF",8,29,0.21621621621621623
"SightLife Surgical, Inc. - STRATEGIC SALES & MARKETING AGREEMENT.PDF",9,28,0.24324324324324326
"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT.PDF",14,23,0.3783783783783784
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT.PDF,8,29,0.21621621621621623
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT.PDF,3,34,0.08108108108108109
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT.PDF,5,32,0.13513513513513514
NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT.PDF,10,27,0.2702702702702703
SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT.PDF,3,34,0.08108108108108109
RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT.PDF,9,28,0.24324324324324326
TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT.PDF,9,28,0.24324324324324326
"VNUE,INC_07_10_2015-EX-10.1-SPONSORSHIP AGREEMENT.PDF",9,28,0.24324324324324326
"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT.PDF",12,25,0.32432432432432434
DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT.PDF,18,19,0.4864864864864865
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT.PDF,19,18,0.5135135135135135
"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",9,28,0.24324324324324326
BIOFRONTERAAG_04_29_2019-EX-4.17-SUPPLY AGREEMENT.PDF,8,29,0.21621621621621623
FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreement - FUSION.PDF,12,25,0.32432432432432434
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT.PDF",9,28,0.24324324324324326
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT.PDF,8,29,0.21621621621621623
"VAXCYTE,INC_05_22_2020-EX-10.19-SUPPLY AGREEMENT.PDF",13,24,0.35135135135135137
VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT.PDF,18,19,0.4864864864864865
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT - Escrow Agreement.pdf,5,32,0.13513513513513514
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment.pdf,1,36,0.02702702702702703
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1).pdf,19,18,0.5135135135135135
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT (1).pdf,14,23,0.3783783783783784
"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR-.pdf",2,35,0.05405405405405406
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.pdf",15,22,0.40540540540540543
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT.pdf",1,36,0.02702702702702703
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.pdf,9,28,0.24324324324324326
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_New.pdf,15,22,0.40540540540540543
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT.PDF,14,23,0.3783783783783784
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT - Intellectual Property Rights                 Confidentiality and Non-Use Obligations Agreement.pdf,2,35,0.05405405405405406
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part2.pdf",5,32,0.13513513513513514
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part1.pdf",10,27,0.2702702702702703
