dataset,file_name,file_stem,path,chars,words,approx_tokens,lines,empty
cuad,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,46187,7245,11547,105,False
cuad,LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement1.txt,LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement1,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement1.txt,46327,7189,11582,91,False
cuad,LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement2.txt,LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement2,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement2.txt,2121,326,531,23,False
cuad,LifewayFoodsInc_20160316_10-K_EX-10.24_9489766_EX-10.24_Endorsement Agreement.txt,LifewayFoodsInc_20160316_10-K_EX-10.24_9489766_EX-10.24_Endorsement Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/LifewayFoodsInc_20160316_10-K_EX-10.24_9489766_EX-10.24_Endorsement Agreement.txt,10984,1638,2746,17,False
cuad,LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agreement.txt,LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agreement.txt,18639,2896,4660,183,False
cuad,LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement.txt,LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement.txt,83868,12523,20967,107,False
cuad,LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement.txt,LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement.txt,11455,1875,2864,33,False
cuad,"Loop Industries, Inc. - Marketing Agreement.txt","Loop Industries, Inc. - Marketing Agreement","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/Loop Industries, Inc. - Marketing Agreement.txt",34676,5206,8669,37,False
cuad,MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT.txt,MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT.txt,162066,24315,40517,1311,False
cuad,"MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT.txt","MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT.txt",1397,216,350,1,False
cuad,MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT.txt,MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT.txt,14771,2345,3693,121,False
cuad,MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.txt,MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.txt,275304,40836,68826,3209,False
cuad,"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT.txt","MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT.txt",11063,1696,2766,99,False
cuad,MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.txt,MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.txt,13747,2173,3437,75,False
cuad,"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT.txt","MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT.txt",24287,3722,6072,31,False
cuad,MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT.txt,MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT.txt,49344,7615,12336,131,False
cuad,"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.txt","MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.txt",59087,9375,14772,49,False
cuad,MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.txt,MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.txt,20587,3187,5147,135,False
cuad,MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT.txt,MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT.txt,22054,3327,5514,39,False
cuad,"MFAFINANCIAL,INC_07_06_2020-EX-99.D-JOINT FILING AGREEMENT.txt","MFAFINANCIAL,INC_07_06_2020-EX-99.D-JOINT FILING AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MFAFINANCIAL,INC_07_06_2020-EX-99.D-JOINT FILING AGREEMENT.txt",3583,577,896,7,False
cuad,"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT.txt","MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT.txt",56752,8821,14188,313,False
cuad,"MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT.txt","MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT.txt",23511,3709,5878,487,False
cuad,MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT.txt,MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT.txt,120278,18613,30070,135,False
cuad,MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT.txt,MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT.txt,22103,3474,5526,145,False
cuad,MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT.txt,MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT.txt,16527,2705,4132,105,False
cuad,MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT.txt,MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT.txt,57535,8908,14384,417,False
cuad,MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT.txt,MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT.txt,223729,33491,55933,1417,False
cuad,MSCIINC_02_28_2008-EX-10.10-.txt,MSCIINC_02_28_2008-EX-10.10-,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MSCIINC_02_28_2008-EX-10.10-.txt,11649,1846,2913,109,False
cuad,MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum.txt,MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum.txt,31838,4668,7960,315,False
cuad,"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement.txt","Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement.txt",73510,11200,18378,315,False
cuad,"MetLife, Inc. - Remarketing Agreement.txt","MetLife, Inc. - Remarketing Agreement","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MetLife, Inc. - Remarketing Agreement.txt",110886,17492,27722,419,False
cuad,Microgenics Corporation - Collaborative Development and Commercialization Agreement.txt,Microgenics Corporation - Collaborative Development and Commercialization Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/Microgenics Corporation - Collaborative Development and Commercialization Agreement.txt,189080,27777,47270,535,False
cuad,MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement.txt,MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement.txt,33008,5198,8252,205,False
cuad,Monsanto Company - SECOND A_R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .txt,Monsanto Company - SECOND A_R EXCLUSIVE AGENCY AND MARKETING AGREEMENT ,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/Monsanto Company - SECOND A_R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .txt,220791,33709,55198,2001,False
cuad,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,16129,2429,4033,29,False
cuad,MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.15_Co-Branding Agreement.txt,MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.15_Co-Branding Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.15_Co-Branding Agreement.txt,7411,1159,1853,95,False
cuad,MusclepharmCorp_20170208_10-KA_EX-10.38_9893581_EX-10.38_Co-Branding Agreement.txt,MusclepharmCorp_20170208_10-KA_EX-10.38_9893581_EX-10.38_Co-Branding Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/MusclepharmCorp_20170208_10-KA_EX-10.38_9893581_EX-10.38_Co-Branding Agreement.txt,86862,13364,21716,153,False
cuad,N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.txt,N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.txt,35785,5494,8947,319,False
cuad,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,48122,7610,12031,59,False
cuad,NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT.txt,NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT.txt,28313,4294,7079,199,False
cuad,NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT.txt,NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT.txt,1081,170,271,15,False
cuad,NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT.txt,NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT.txt,32032,4952,8008,259,False
cuad,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,18016,2839,4504,135,False
cuad,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_New.txt,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_New,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_New.txt,56424,8570,14106,377,False
cuad,"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT.txt","NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT.txt",3622,542,906,43,False
cuad,"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR.txt","NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR.txt",6433,955,1609,95,False
cuad,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt","NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",39092,5998,9773,293,False
cuad,NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT.txt,NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT.txt,33138,5147,8285,257,False
cuad,NETZEEINC_11_14_2002-EX-10.3-MAINTENANCE AGREEMENT.txt,NETZEEINC_11_14_2002-EX-10.3-MAINTENANCE AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NETZEEINC_11_14_2002-EX-10.3-MAINTENANCE AGREEMENT.txt,3231,456,808,31,False
cuad,NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.txt,NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.txt,115519,18255,28880,665,False
cuad,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,120653,18525,30164,719,False
cuad,"NOVOINTEGRATEDSCIENCES,INC_12_23_2019-EX-10.1-JOINT VENTURE AGREEMENT.txt","NOVOINTEGRATEDSCIENCES,INC_12_23_2019-EX-10.1-JOINT VENTURE AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NOVOINTEGRATEDSCIENCES,INC_12_23_2019-EX-10.1-JOINT VENTURE AGREEMENT.txt",21911,3378,5478,23,False
cuad,NUVEEN - REMARKETING AGREEMENT.txt,NUVEEN - REMARKETING AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NUVEEN - REMARKETING AGREEMENT.txt,70511,11181,17628,441,False
cuad,NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT.txt,NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT.txt,6836,1062,1709,51,False
cuad,NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement.txt,NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement.txt,48094,7569,12024,333,False
cuad,NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement.txt,NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement.txt,91072,13163,22768,637,False
cuad,NeuroboPharmaceuticalsInc_20190903_S-4_EX-10.36_11802165_EX-10.36_Manufacturing Agreement_ Supply Agreement.txt,NeuroboPharmaceuticalsInc_20190903_S-4_EX-10.36_11802165_EX-10.36_Manufacturing Agreement_ Supply Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NeuroboPharmaceuticalsInc_20190903_S-4_EX-10.36_11802165_EX-10.36_Manufacturing Agreement_ Supply Agreement.txt,19964,3011,4991,53,False
cuad,NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development Agreement.txt,NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development Agreement.txt,67824,10525,16956,245,False
cuad,NmfSlfIInc_20200115_10-12GA_EX-10.5_11946987_EX-10.5_Trademark License Agreement.txt,NmfSlfIInc_20200115_10-12GA_EX-10.5_11946987_EX-10.5_Trademark License Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/NmfSlfIInc_20200115_10-12GA_EX-10.5_11946987_EX-10.5_Trademark License Agreement.txt,17042,2693,4261,27,False
cuad,"OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement.txt","OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement.txt",20105,3185,5027,245,False
cuad,"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.txt","OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.txt",54383,8063,13596,385,False
cuad,OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.txt,OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.txt,157867,23807,39467,1387,False
cuad,OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT1.txt,OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT1,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT1.txt,97877,15513,24470,73,False
cuad,OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT2.txt,OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT2,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT2.txt,3878,625,970,5,False
cuad,"OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT.txt","OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT.txt",26489,3979,6623,271,False
